Title,Ratings,Production
Sex and Lucia,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '65/100'}]","['Studio Canal','Canal+ España']"
Nicholas Nickleby,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '71/100'}]","['Hart-Sharp Entertainment', 'Potboiler Productions', 'United Artists']"
Read My Lips,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '82/100'}]","['SEDIF','Ciné B','Pathé Image','France 2 Cinéma','Canal+','(participation)','Centre National de la Cinématographie','(aid)']"
Joshua,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '38/100'}]","['Crusader Entertainment',',','Epiphany Films LLC',',','Feelmax']"
The Man from Elysian Fields,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '57/100'}]","['Fireworks Pictures','Gold Circle Films','Shoreline Entertainment']"
Roger Dodger,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",['Holedigger Films']
Equilibrium,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '33/100'}]","['Dimension Films', 'Blue Tulip Productions']"
24 Hour Party People,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Metacritic', 'Value': '85/100'}]","['Film4','Revolution Films','Baby Cow Productions','UK Film Council','The Film Consortium']"
My Wife Is an Actress,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '57/100'}]","['Katharina','Renn Productions','TF1 Films Production']"
Crush,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",['Intrepid Pictures']
The Last Kiss,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '57/100'}]","['Lakeshore Entertainment','']"
Kaante,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '41/100'}]","['White Feather Films,','PNC Films']"
The Piano Teacher,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '79/100'}]","['arte France Cinéma','Bavaria Film International','Bayerischer Rundfunk','Canal+','CNC','Eurimages','Filmfonds Wien','Les Films Alain Sarde','Österreichischer Rundfunk']"
Harry Potter and the Sorcerer's Stone,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '64/100'}]","['Heyday Films', '1492 Pictures']"
The Lord of the Rings: The Fellowship of the Ring,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '92/100'}]","['WingNut Films', 'The Saul Zaentz Company']"
Shrek,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '84/100'}]","['PDI/DreamWorks','']"
"Monsters, Inc.","[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '78/100'}]","['Walt Disney Pictures','Pixar Animation Studios']"
The Mummy Returns,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",['Alphaville Films']
Pearl Harbor,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '44/100'}]","['Touchstone Pictures', 'Jerry Bruckheimer Films']"
Ocean's Eleven,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '74/100'}]","['Village Roadshow Pictures','Jerry Weintraub Productions','Section Eight Productions','NPV Entertainment']"
Jurassic Park III,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",['Amblin Entertainment']
A Beautiful Mind,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",['Imagine Entertainment']
Hannibal,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '57/100'}]","['Dino De Laurentiis Company', 'Scott Free Productions']"
American Pie 2,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '43/100'}]","['LivePlanet','Zide/Perry Productions']"
Lara Croft: Tomb Raider,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '33/100'}]","['Mutual Film Company','Lawrence Gordon Productions','Eidos Interactive']"
Dr. Dolittle 2,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",['Davis Entertainment']
Spy Kids,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '71/100'}]","['Dimension Films', 'Troublemaker Studios']"
Black Hawk Down,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '74/100'}]","['Revolution Studios','Jerry Bruckheimer Films','Scott Free Productions']"
The Princess Diaries,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '52/100'}]","['Walt Disney Pictures', 'BrownHouse Productions']"
Vanilla Sky,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '45/100'}]","['Cruise/Wagner Productions','Vinyl Films','Summit Entertainment']"
The Others,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '74/100'}]","['Canal+', 'Cruise/Wagner Productions', 'Las Producciones del Escorpion']"
Legally Blonde,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '59/100'}]","['Type A Films', 'Marc Platt Productions']"
America's Sweethearts,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '44/100'}]","['Revolution Studios', 'Face Productions', 'Roth-Arnold Productions', 'Shoelace Productions']"
Save the Last Dance,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Metacritic', 'Value': '53/100'}]","['MTV Films', 'Cort/Madden Productions']"
Atlantis: The Lost Empire,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '52/100'}]","['Walt Disney Pictures', 'Walt Disney Feature Animation']"
Jimmy Neutron: Boy Genius,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '65/100'}]","['Nickelodeon Movies', 'O Entertainment', 'DNA Productions']"
A.I. Artificial Intelligence,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '65/100'}]","['Amblin Entertainment', 'Stanley Kubrick Productions']"
Training Day,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '69/100'}]","['Village Roadshow Pictures', 'Outlaw Productions']"
Along Came a Spider,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}]","['Phase 1 Productions', 'Revelations Entertainment']"
Bridget Jones's Diary,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '66/100'}]","['Little Bird', 'StudioCanal', 'Working Title Films']"
Scary Movie 2,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '29/100'}]","['Dimension Films', 'Brillstein-Grey Entertainment', 'Gold/Miller Productions', 'Wayans Bros. Entertainment', 'Brad Grey Pictures']"
The Score,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",['Mandalay Pictures']
Shallow Hal,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",['Conundrum Entertainment']
Swordfish,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '32/100'}]","['Village Roadshow Pictures','Silver Pictures']"
The Mexican,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",['Newmarket Films']
Down to Earth,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",['Village Roadshow Pictures']
Spy Game,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}]","['Beacon Pictures','']"
The Wedding Planner,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Metacritic', 'Value': '33/100'}]",['Intermedia']
Behind Enemy Lines,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",['Davis Entertainment']
Ali,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '65/100'}]","['Initial Entertainment Group','Peters Entertainment','Forward Pass','Overbrook Films']"
The Animal,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '43/100'}]","['Revolution Studios','Happy Madison']"
Moulin Rouge!,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",['Bazmark Productions']
Rat Race,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '52/100'}]","['Fireworks Pictures','Alphaville Films','Zucker Productions']"
A Knight's Tale,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '56/100'}]","['Columbia Pictures','','Escape Artists','']"
Don't Say a Word,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '38/100'}]","['Regency Enterprises','Village Roadshow Pictures','NPV Entertainment','Kopelson Entertainment','New Regency','Further Films','Epsilon Motion Pictures','(uncredited)']"
The Royal Tenenbaums,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '76/100'}]","['Touchstone Pictures','American Empirical Pictures']"
Exit Wounds,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '39/100'}]","['Village Roadshow Pictures','Silver Pictures']"
Enemy at the Gates,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '53/100'}]","['Mandalay Pictures','Repérage Films','']"
K-PAX,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '49/100'}]","['Intermedia','Lawrence Gordon Productions']"
Serendipity,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",['Tapestry Films']
Zoolander,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '61/100'}]","['Village Roadshow Pictures', 'VH1 Films', 'NPV Entertainment', 'Red Hour Productions', 'Scott Rudin Productions']"
The One,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '25/100'}]","['Revolution Studios','Hard Eight Pictures']"
Bandits,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '60/100'}]","['Hyde Park Entertainment','Empire Pictures','Cheyenne Enterprises']"
Gosford Park,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '90/100'}]","['Capitol Films','The Film Council','Sandcastle 5 Productions','Chicagofilms','Medusa Film']"
Heartbreakers,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '47/100'}]","['Davis Entertainment','Winchester Films']"
I Am Sam,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",['The Bedford Falls Company']
Hardball,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '48/100'}]","['Fireworks Pictures','Nides/McCormick Productions','Tollin/Robbins Productions']"
Evolution,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '40/100'}]","['The Montecito Picture Company','']"
Not Another Teen Movie,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",['Original Film']
Jeepers Creepers,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '49/100'}]","['American Zoetrope','']"
Kiss of the Dragon,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '58/100'}]","['StudioCanal','EuropaCorp']"
Recess: School's Out,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '43/100'}]","['Walt Disney Pictures', 'Walt Disney Television Animation', 'Walt Disney Television Animation Digital Production', 'Sunwoo Animation\nSunwoo Digital International']"
In the Bedroom,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '86/100'}]","['Good Machine','Eastern Standard Film Company','GreeneStreet Films']"
Black Knight,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '32/100'}]","['Regency Enterprises','Runteldat Entertainment','The Firm, Inc.']"
See Spot Run,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",['Village Roadshow Pictures']
Amelie,[],"['Canal+', 'France 3 Cinéma', 'UGC', 'UGC Fox Distribution']"
Driven,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '29/100'}]","['Franchise Pictures','Champs Productions']"
What's the Worst That Could Happen?,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '37/100'}]","['Turman-Morrisey Company','Hyde Park Entertainment']"
Final Fantasy: The Spirits Within,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '49/100'}]","['Square Pictures','']"
Monster's Ball,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",['Lee Daniels Entertainment']
How High,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '29/100'}]","['Jersey Films','Native Pictures']"
Riding in Cars with Boys,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",['Gracie Films']
Jay and Silent Bob Strike Back,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '51/100'}]","['Dimension Films', 'View Askew Productions']"
Double Take,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",['Touchstone Pictures']
The Majestic,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '27/100'}]","['Castle Rock Entertainment', 'Village Roadshow Pictures']"
Joe Dirt,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '20/100'}]","['Happy Madison Productions','Robert Simonds Productions']"
The Musketeer,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '27/100'}]","['MDP Worldwide','Crystal Sky Worldwide']"
Crocodile Dundee in Los Angeles,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",['Silver Lion Films']
Memento,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '80/100'}]","['Summit Entertainment', 'Team Todd']"
Captain Corelli's Mandolin,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '36/100'}]","['StudioCanal','Working Title Films']"
